Page,URL,NUM,URL_NUM
678,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454839,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454839
679,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454840,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454840
680,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454841,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454841
681,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454842,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454842
682,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454843,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454843
683,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454844,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454844
684,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454845,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454845
685,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454846,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454846
686,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454847,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454847
687,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454848,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454848
688,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454849,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454849
689,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454850,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454850
690,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454851,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454851
691,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454852,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454852
692,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454853,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454853
693,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454854,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454854
693a,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454854,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454855
694,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454856,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454856
695,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454857,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454857
696,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454858,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454858
697,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454859,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454859
698,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/,454860,https://visualcollections.ub.uni-mainz.de/histbuch/content/pageview/454860
